Date,Price,Open,High,Low,Vol.,Change %
19-May-19,"1,572.46","1,567.87","1,574.08","1,566.42",20.48M,0.18%
16-May-19,"1,569.59","1,551.74","1,569.59","1,548.71",88.95M,1.71%
15-May-19,"1,543.27","1,557.58","1,558.71","1,534.37",71.25M,-0.72%
14-May-19,"1,554.44","1,543.00","1,556.96","1,543.00",81.11M,1.06%
13-May-19,"1,538.08","1,567.83","1,570.65","1,537.92",60.95M,-2.39%
12-May-19,"1,575.68","1,579.37","1,579.82","1,572.34",26.62M,-0.58%
7-May-19,"1,584.95","1,581.58","1,591.32","1,579.32",129.05M,0.67%
6-May-19,"1,574.42","1,568.08","1,574.67","1,564.33",56.27M,-0.98%
5-May-19,"1,589.93","1,595.89","1,597.87","1,584.96",19.54M,0.10%
2-May-19,"1,588.41","1,589.22","1,597.02","1,582.47",108.42M,-0.64%
1-May-19,"1,598.61","1,606.33","1,610.21","1,593.87",48.57M,-0.03%
30-Apr-19,"1,599.08","1,619.65","1,620.27","1,598.21",52.96M,-1.34%
29-Apr-19,"1,620.77","1,626.25","1,629.03","1,620.38",55.65M,-0.39%
28-Apr-19,"1,627.17","1,623.24","1,630.22","1,623.24",26.58M,0.77%
24-Apr-19,"1,614.67","1,606.85","1,615.32","1,602.39",76.79M,1.17%
23-Apr-19,"1,596.04","1,592.96","1,597.01","1,588.79",34.58M,0.72%
22-Apr-19,"1,584.61","1,590.85","1,591.87","1,582.03",16.30M,-0.55%
21-Apr-19,"1,593.40","1,592.31","1,595.32","1,590.68",17.58M,0.56%
18-Apr-19,"1,584.56","1,595.67","1,595.67","1,580.16",51.65M,-0.56%
17-Apr-19,"1,593.51","1,606.38","1,607.62","1,591.21",45.87M,-0.78%
16-Apr-19,"1,605.99","1,599.39","1,608.93","1,599.08",71.89M,0.58%
15-Apr-19,"1,596.75","1,601.44","1,602.19","1,595.71",55.67M,-0.13%
14-Apr-19,"1,598.88","1,591.92","1,602.17","1,591.92",24.74M,0.80%
11-Apr-19,"1,586.26","1,593.95","1,593.95","1,582.29",50.11M,0.17%
10-Apr-19,"1,583.58","1,578.66","1,588.46","1,577.44",53.81M,0.76%
8-Apr-19,"1,571.58","1,561.87","1,579.15","1,558.95",115.04M,0.64%
7-Apr-19,"1,561.52","1,558.75","1,562.48","1,555.46",55.96M,0.75%
4-Apr-19,"1,549.93","1,556.35","1,556.35","1,549.90",90.35M,-0.57%
3-Apr-19,"1,558.74","1,557.54","1,563.53","1,553.13",49.38M,0.20%
2-Apr-19,"1,555.57","1,552.49","1,558.34","1,550.34",40.90M,0.06%
1-Apr-19,"1,554.71","1,551.29","1,555.62","1,551.29",42.74M,0.77%
31-Mar-19,"1,542.80","1,540.04","1,544.59","1,539.02",22.69M,1.01%
28-Mar-19,"1,527.35","1,527.26","1,534.40","1,527.14",91.43M,-1.03%
27-Mar-19,"1,543.30","1,545.47","1,548.66","1,539.01",48.22M,0.02%
26-Mar-19,"1,543.04","1,528.22","1,544.76","1,525.65",56.77M,1.34%
25-Mar-19,"1,522.59","1,519.50","1,525.80","1,518.04",38.98M,-0.53%
24-Mar-19,"1,530.71","1,529.39","1,530.71","1,524.88",25.68M,-1.31%
20-Mar-19,"1,551.10","1,557.57","1,557.57","1,547.21",71.18M,-0.32%
19-Mar-19,"1,556.04","1,553.78","1,563.78","1,550.32",41.40M,-0.05%
18-Mar-19,"1,556.77","1,565.35","1,565.89","1,552.44",35.86M,-0.35%
17-Mar-19,"1,562.25","1,558.10","1,564.65","1,556.00",10.64M,0.66%
14-Mar-19,"1,552.02","1,551.37","1,558.74","1,545.60",75.25M,-0.38%
13-Mar-19,"1,557.91","1,536.30","1,557.91","1,534.18",48.04M,1.30%
12-Mar-19,"1,537.89","1,552.55","1,555.88","1,537.89",36.85M,-0.58%
11-Mar-19,"1,546.90","1,541.93","1,546.94","1,534.74",31.80M,0.57%
10-Mar-19,"1,538.19","1,544.81","1,545.21","1,536.68",14.80M,-0.30%
7-Mar-19,"1,542.83","1,555.77","1,559.57","1,542.83",64.85M,-1.44%
6-Mar-19,"1,565.45","1,572.50","1,572.60","1,564.81",27.01M,-0.30%
5-Mar-19,"1,570.23","1,580.12","1,581.31","1,567.74",38.79M,-0.86%
4-Mar-19,"1,583.92","1,581.74","1,588.59","1,580.81",42.80M,0.35%
3-Mar-19,"1,578.39","1,577.22","1,579.55","1,574.56",14.77M,0.46%
28-Feb-19,"1,571.21","1,559.72","1,572.12","1,554.34",43.09M,0.49%
27-Feb-19,"1,563.58","1,576.73","1,577.13","1,560.58",34.91M,-1.20%
26-Feb-19,"1,582.57","1,582.20","1,584.11","1,577.70",38.57M,-0.34%
25-Feb-19,"1,587.96","1,579.51","1,591.61","1,579.51",36.33M,0.87%
24-Feb-19,"1,574.34","1,571.52","1,576.28","1,569.63",12.81M,0.28%
21-Feb-19,"1,569.92","1,582.34","1,582.34","1,567.35",85.81M,-0.53%
20-Feb-19,"1,578.36","1,569.79","1,579.67","1,569.58",65.65M,0.62%
19-Feb-19,"1,568.59","1,568.44","1,570.73","1,564.56",33.42M,0.00%
18-Feb-19,"1,568.55","1,568.63","1,569.69","1,565.17",22.83M,0.05%
17-Feb-19,"1,567.72","1,566.69","1,570.96","1,566.20",20.44M,0.71%
14-Feb-19,"1,556.65","1,563.44","1,563.44","1,550.95",40.45M,-0.13%
13-Feb-19,"1,558.62","1,561.73","1,574.79","1,551.76",47.86M,0.35%
12-Feb-19,"1,553.19","1,551.64","1,554.89","1,549.45",47.85M,0.54%
11-Feb-19,"1,544.86","1,540.14","1,549.98","1,539.17",38.83M,0.36%
10-Feb-19,"1,539.36","1,541.51","1,542.50","1,536.52",12.43M,0.06%
7-Feb-19,"1,538.39","1,550.01","1,550.42","1,533.98",110.56M,-0.98%
6-Feb-19,"1,553.64","1,561.09","1,561.90","1,553.64",31.92M,-0.56%
5-Feb-19,"1,562.33","1,555.64","1,562.33","1,554.51",50.90M,0.58%
4-Feb-19,"1,553.39","1,555.07","1,558.07","1,550.71",51.37M,-0.09%
3-Feb-19,"1,554.86","1,554.27","1,556.78","1,549.72",16.11M,0.05%
31-Jan-19,"1,554.14","1,558.83","1,559.49","1,548.59",69.68M,0.49%
30-Jan-19,"1,546.52","1,546.22","1,550.52","1,543.93",31.60M,0.27%
29-Jan-19,"1,542.35","1,539.48","1,548.56","1,538.17",42.38M,0.25%
28-Jan-19,"1,538.53","1,531.76","1,543.85","1,529.15",72.89M,0.23%
27-Jan-19,"1,534.94","1,540.90","1,542.24","1,534.83",16.03M,0.53%
24-Jan-19,"1,526.90","1,528.40","1,529.80","1,520.90",67.70M,0.34%
23-Jan-19,"1,521.79","1,510.07","1,523.50","1,505.58",34.84M,0.61%
22-Jan-19,"1,512.58","1,513.53","1,520.07","1,511.38",30.46M,-0.33%
21-Jan-19,"1,517.58","1,524.83","1,525.26","1,516.87",33.30M,-0.63%
20-Jan-19,"1,527.13","1,530.15","1,536.60","1,526.51",31.03M,1.06%
17-Jan-19,"1,511.14","1,510.43","1,516.04","1,504.44",49.96M,0.10%
16-Jan-19,"1,509.68","1,499.59","1,510.44","1,498.54",36.91M,0.95%
15-Jan-19,"1,495.45","1,496.19","1,498.97","1,489.65",94.24M,0.69%
14-Jan-19,"1,485.17","1,482.80","1,487.66","1,479.43",55.15M,-0.45%
13-Jan-19,"1,491.88","1,509.87","1,511.15","1,491.24",18.00M,-0.45%
10-Jan-19,"1,498.63","1,505.18","1,505.18","1,492.43",50.22M,-0.34%
9-Jan-19,"1,503.81","1,505.75","1,511.03","1,500.80",51.47M,0.28%
8-Jan-19,"1,499.56","1,498.47","1,510.36","1,496.88",57.38M,0.54%
7-Jan-19,"1,491.56","1,486.53","1,495.25","1,479.33",44.79M,0.45%
6-Jan-19,"1,484.81","1,483.98","1,487.89","1,479.05",19.69M,2.31%
3-Jan-19,"1,451.27","1,452.98","1,462.15","1,446.79",61.37M,-0.85%
2-Jan-19,"1,463.78","1,465.15","1,466.03","1,453.00",54.42M,-0.99%
1-Jan-19,"1,478.42","1,464.65","1,479.46","1,464.65",27.17M,0.99%
31-Dec-18,"1,463.87","1,470.90","1,479.54","1,463.87",39.83M,-0.03%
30-Dec-18,"1,464.26","1,466.99","1,470.72","1,456.77",38.54M,1.08%
27-Dec-18,"1,448.56","1,483.50","1,484.74","1,446.53",119.38M,0.00%
26-Dec-18,"1,448.53","1,443.59","1,468.72","1,442.81",44.56M,-0.06%
25-Dec-18,"1,449.44","1,400.56","1,451.55","1,379.22",114.24M,2.11%
24-Dec-18,"1,419.50","1,459.54","1,459.54","1,412.42",73.41M,-2.06%
23-Dec-18,"1,449.37","1,467.41","1,468.18","1,429.23",73.70M,-5.06%
20-Dec-18,"1,526.55","1,526.51","1,532.32","1,522.02",73.99M,-2.07%
19-Dec-18,"1,558.85","1,551.62","1,558.85","1,547.56",77.32M,0.55%
18-Dec-18,"1,550.32","1,556.59","1,558.51","1,544.66",41.83M,-0.68%
17-Dec-18,"1,560.98","1,563.85","1,573.56","1,556.26",53.05M,-0.26%
16-Dec-18,"1,565.00","1,575.62","1,575.62","1,565.00",15.60M,-1.94%
13-Dec-18,"1,596.03","1,587.12","1,596.12","1,586.43",53.48M,0.08%
12-Dec-18,"1,594.73","1,591.59","1,599.85","1,588.33",50.76M,0.25%
11-Dec-18,"1,590.70","1,583.58","1,598.43","1,583.27",73.33M,0.68%
10-Dec-18,"1,579.97","1,585.31","1,589.65","1,574.20",57.47M,-0.74%
9-Dec-18,"1,591.71","1,582.44","1,591.71","1,581.49",21.92M,-0.30%
6-Dec-18,"1,596.49","1,616.59","1,619.42","1,596.49",85.93M,-2.51%
5-Dec-18,"1,637.51","1,619.04","1,637.51","1,618.16",86.45M,0.36%
4-Dec-18,"1,631.68","1,644.51","1,644.51","1,631.13",53.86M,-1.34%
3-Dec-18,"1,653.85","1,664.00","1,665.65","1,652.21",43.72M,0.01%
2-Dec-18,"1,653.63","1,646.43","1,654.47","1,645.27",24.41M,1.45%
29-Nov-18,"1,629.94","1,642.86","1,645.56","1,629.94",178.43M,-0.44%
28-Nov-18,"1,637.10","1,635.13","1,642.32","1,631.26",30.20M,0.69%
27-Nov-18,"1,625.88","1,624.44","1,633.36","1,620.67",46.26M,0.23%
26-Nov-18,"1,622.23","1,607.68","1,622.23","1,607.08",37.06M,1.51%
25-Nov-18,"1,598.16","1,603.25","1,606.72","1,593.70",13.79M,-0.58%
22-Nov-18,"1,607.54","1,623.04","1,623.16","1,604.50",37.72M,-0.72%
21-Nov-18,"1,619.27","1,615.01","1,621.16","1,610.27",39.93M,0.57%
20-Nov-18,"1,610.03","1,622.86","1,628.53","1,604.48",50.20M,-1.57%
19-Nov-18,"1,635.71","1,639.81","1,646.91","1,635.71",36.02M,-0.30%
18-Nov-18,"1,640.61","1,642.73","1,648.51","1,638.67",14.58M,0.35%
15-Nov-18,"1,634.82","1,640.79","1,643.06","1,631.77",47.95M,-0.10%
14-Nov-18,"1,636.48","1,644.27","1,649.97","1,634.18",35.88M,-0.71%
13-Nov-18,"1,648.24","1,646.40","1,654.12","1,642.58",42.91M,0.24%
12-Nov-18,"1,644.32","1,658.50","1,664.29","1,639.27",44.94M,-0.57%
11-Nov-18,"1,653.75","1,652.04","1,659.00","1,651.06",23.58M,-0.23%
8-Nov-18,"1,657.49","1,646.78","1,665.75","1,646.18",75.81M,0.40%
7-Nov-18,"1,650.85","1,622.82","1,650.85","1,620.60",55.03M,1.77%
6-Nov-18,"1,622.17","1,618.44","1,622.17","1,610.79",73.89M,0.68%
5-Nov-18,"1,611.27","1,608.02","1,617.59","1,606.40",42.03M,0.09%
4-Nov-18,"1,609.81","1,616.62","1,616.94","1,604.69",11.94M,-0.10%
1-Nov-18,"1,611.43","1,589.07","1,611.43","1,587.63",110.17M,1.53%
31-Oct-18,"1,587.14","1,583.87","1,588.56","1,577.98",51.13M,1.02%
29-Oct-18,"1,571.05","1,572.85","1,583.34","1,571.05",47.38M,0.12%
28-Oct-18,"1,569.21","1,563.14","1,573.01","1,561.73",17.21M,0.06%
25-Oct-18,"1,568.27","1,564.12","1,575.82","1,555.21",110.80M,-1.46%
24-Oct-18,"1,591.49","1,594.00","1,601.77","1,585.75",44.42M,0.45%
23-Oct-18,"1,584.40","1,592.73","1,599.13","1,583.71",57.36M,-1.77%
22-Oct-18,"1,613.02","1,622.82","1,633.30","1,613.02",45.01M,0.08%
21-Oct-18,"1,611.76","1,617.20","1,618.50","1,608.56",16.06M,-0.55%
18-Oct-18,"1,620.64","1,606.51","1,620.91","1,605.40",53.57M,0.70%
17-Oct-18,"1,609.39","1,619.96","1,622.45","1,605.10",49.10M,-0.23%
16-Oct-18,"1,613.07","1,597.33","1,613.07","1,595.58",34.37M,1.42%
15-Oct-18,"1,590.47","1,589.32","1,597.59","1,583.41",38.76M,-0.46%
14-Oct-18,"1,597.87","1,600.48","1,606.95","1,596.34",13.78M,0.56%
11-Oct-18,"1,588.91","1,575.77","1,595.22","1,568.39",74.72M,-1.04%
10-Oct-18,"1,605.57","1,628.44","1,630.05","1,601.69",46.72M,-1.36%
9-Oct-18,"1,627.74","1,624.45","1,633.82","1,619.89",35.09M,0.07%
8-Oct-18,"1,626.59","1,632.59","1,632.59","1,617.06",41.28M,-0.38%
7-Oct-18,"1,632.84","1,625.57","1,632.84","1,623.24",15.76M,-0.26%
4-Oct-18,"1,637.16","1,643.41","1,648.24","1,637.16",74.80M,-1.29%
3-Oct-18,"1,658.53","1,654.67","1,661.46","1,653.60",43.32M,0.50%
2-Oct-18,"1,650.27","1,641.39","1,651.35","1,639.03",53.35M,0.46%
27-Sep-18,"1,642.77","1,630.62","1,644.56","1,630.62",116.38M,-0.58%
26-Sep-18,"1,652.42","1,661.74","1,665.02","1,652.42",22.79M,-0.82%
25-Sep-18,"1,666.16","1,669.81","1,676.41","1,663.06",44.83M,-0.25%
20-Sep-18,"1,670.26","1,666.26","1,673.34","1,664.36",77.82M,0.63%
17-Sep-18,"1,659.88","1,653.30","1,660.68","1,649.43",49.01M,0.39%
16-Sep-18,"1,653.48","1,645.04","1,653.48","1,643.38",81.01M,1.58%
13-Sep-18,"1,627.84","1,643.37","1,643.80","1,627.84",48.58M,-0.35%
12-Sep-18,"1,633.48","1,638.20","1,647.75","1,631.74",54.47M,-0.11%
6-Sep-18,"1,635.28","1,628.55","1,641.84","1,628.55",142.93M,0.07%
5-Sep-18,"1,634.18","1,649.48","1,649.48","1,633.75",47.85M,-1.20%
4-Sep-18,"1,654.02","1,671.42","1,671.42","1,651.25",52.26M,-0.83%
3-Sep-18,"1,667.87","1,675.17","1,675.61","1,666.74",42.89M,-0.49%
2-Sep-18,"1,676.03","1,663.05","1,676.19","1,662.61",23.38M,0.60%
30-Aug-18,"1,666.04","1,659.17","1,666.37","1,653.61",76.78M,0.45%
29-Aug-18,"1,658.65","1,650.83","1,661.38","1,649.88",86.98M,0.53%
28-Aug-18,"1,649.88","1,651.64","1,657.95","1,644.60",43.56M,-0.18%
27-Aug-18,"1,652.83","1,642.48","1,653.45","1,640.51",67.84M,0.91%
26-Aug-18,"1,637.99","1,642.56","1,644.91","1,630.90",22.80M,0.24%
23-Aug-18,"1,634.02","1,625.21","1,634.32","1,622.28",71.60M,1.00%
22-Aug-18,"1,617.90","1,615.37","1,621.97","1,611.30",28.16M,-0.06%
21-Aug-18,"1,618.95","1,615.81","1,630.22","1,615.81",46.60M,0.35%
20-Aug-18,"1,613.24","1,596.03","1,614.89","1,595.37",93.08M,1.18%
19-Aug-18,"1,594.43","1,594.11","1,595.82","1,591.62",15.87M,0.74%
16-Aug-18,"1,582.79","1,573.36","1,584.72","1,569.99",59.78M,1.15%
15-Aug-18,"1,564.78","1,579.24","1,580.35","1,563.74",50.10M,-0.73%
14-Aug-18,"1,576.31","1,583.38","1,587.69","1,573.52",81.40M,-0.26%
13-Aug-18,"1,580.37","1,582.25","1,583.41","1,574.60",41.57M,-0.44%
12-Aug-18,"1,587.32","1,586.69","1,588.63","1,583.13",40.30M,-0.16%
9-Aug-18,"1,589.84","1,588.67","1,591.68","1,583.51",67.13M,-0.52%
8-Aug-18,"1,598.21","1,607.41","1,607.41","1,597.02",48.49M,-0.54%
7-Aug-18,"1,606.96","1,606.62","1,607.43","1,603.08",33.09M,0.13%
6-Aug-18,"1,604.92","1,604.31","1,606.95","1,600.36",21.30M,0.01%
5-Aug-18,"1,604.70","1,593.98","1,610.55","1,593.98",25.17M,1.69%
2-Aug-18,"1,578.00","1,583.72","1,586.05","1,576.97",74.17M,-0.57%
1-Aug-18,"1,587.03","1,584.30","1,587.03","1,568.34",47.46M,0.48%
31-Jul-18,"1,579.49","1,581.30","1,585.46","1,579.49",34.90M,0.01%
30-Jul-18,"1,579.32","1,570.06","1,585.38","1,569.72",34.83M,0.40%
